scoringTime,totalScore,meetStartup,mentorStartup,nominateNextRound,overallFeedback,judgeId,startupId,roundId,teamSection_rawAverage,teamSection_percentageScore,teamSection_weightedScore,teamSection_maxPoints,teamSection_feedback,teamSection_isSkipped,teamSection_individualScores_leadership,teamSection_individualScores_experience,teamSection_totalPossibleQuestions,teamSection_answeredQuestions,rawFormData_teamSection_scores_leadership,rawFormData_teamSection_scores_experience,rawFormData_teamSection_feedback,rawFormData_teamSection_isSkipped
2024-11-13T04:24:53.271901Z,75,False,False,False,Innovative approach with solid execution,420718,360638,562618,4.4,89,25,40,Promising team with growth potential,False,4.8,3.8,2,2,4.8,3.8,Promising team with growth potential,False
2024-12-03T04:24:53.271915Z,69,True,False,False,Strong potential with innovative solution,271303,372386,981489,3.9,65,21,40,Strong leadership team,False,3.3,3.6,2,2,3.3,3.6,Strong leadership team,False
2024-12-09T04:24:53.271931Z,83,True,True,True,Promising startup with clear vision,495406,250017,249043,3.5,82,21,40,Promising team with growth potential,False,3.9,4.7,2,2,3.9,4.7,Promising team with growth potential,False
2024-11-20T04:24:53.271948Z,69,True,True,False,Strong potential with innovative solution,692988,581434,941782,3.9,65,25,40,Experienced and innovative group,False,3.8,4.0,2,2,3.8,4.0,Experienced and innovative group,False
2024-12-06T04:24:53.271963Z,82,False,False,True,Promising startup with clear vision,193698,726631,161256,3.8,93,31,40,Experienced and innovative group,False,3.9,3.8,2,2,3.9,3.8,Experienced and innovative group,False
2024-12-12T04:24:53.271978Z,83,True,True,True,Strong potential with innovative solution,556898,780162,961507,4.9,67,24,40,Promising team with growth potential,False,3.8,4.3,2,2,3.8,4.3,Promising team with growth potential,False
2024-11-15T04:24:53.271995Z,77,True,False,False,Promising startup with clear vision,993691,915219,787643,4.5,99,34,40,Solid team with diverse skills,False,4.7,4.8,2,2,4.7,4.8,Solid team with diverse skills,False
2024-11-13T04:24:53.272014Z,88,False,False,True,Demonstrating significant market potential,845420,438405,145145,4.2,96,23,40,Experienced and innovative group,False,4.5,3.2,2,2,4.5,3.2,Experienced and innovative group,False
2024-11-28T04:24:53.272030Z,81,True,False,True,Promising startup with clear vision,688411,891075,314312,4.8,60,21,40,Strong leadership team,False,4.5,4.2,2,2,4.5,4.2,Strong leadership team,False
2024-11-26T04:24:53.272045Z,85,False,False,True,Promising startup with clear vision,818130,224652,421944,3.9,95,20,40,Experienced and innovative group,False,3.7,4.8,2,2,3.7,4.8,Experienced and innovative group,False
2024-11-25T04:24:53.272064Z,81,False,True,True,Strong potential with innovative solution,205888,243346,848396,3.3,70,25,40,Promising team with growth potential,False,4.9,3.9,2,2,4.9,3.9,Promising team with growth potential,False
2024-12-07T04:24:53.272087Z,69,False,False,False,Innovative approach with solid execution,572210,983120,768517,3.8,64,34,40,Experienced and innovative group,False,4.4,4.1,2,2,4.4,4.1,Experienced and innovative group,False
2024-11-18T04:24:53.272102Z,64,True,True,False,Promising startup with clear vision,958988,895443,547627,4.3,82,34,40,Strong leadership team,False,3.0,4.2,2,2,3.0,4.2,Strong leadership team,False
2024-12-06T04:24:53.272123Z,88,True,False,True,Strong potential with innovative solution,898717,985406,505703,4.6,78,28,40,Solid team with diverse skills,False,4.7,4.6,2,2,4.7,4.6,Solid team with diverse skills,False
2024-11-30T04:24:53.272140Z,67,False,True,False,Innovative approach with solid execution,912337,525602,141817,3.8,73,32,40,Solid team with diverse skills,False,5.0,4.4,2,2,5.0,4.4,Solid team with diverse skills,False
2024-11-22T04:24:53.272162Z,92,True,False,True,Innovative approach with solid execution,686655,949110,238204,4.6,90,34,40,Solid team with diverse skills,False,3.5,4.2,2,2,3.5,4.2,Solid team with diverse skills,False
2024-12-03T04:24:53.272183Z,74,False,False,False,Strong potential with innovative solution,376685,592379,355265,4.1,92,27,40,Promising team with growth potential,False,4.4,4.9,2,2,4.4,4.9,Promising team with growth potential,False
2024-11-21T04:24:53.272200Z,61,False,False,False,Innovative approach with solid execution,436284,859209,690256,3.9,73,32,40,Strong leadership team,False,4.4,4.5,2,2,4.4,4.5,Strong leadership team,False
2024-11-22T04:24:53.272221Z,62,False,True,False,Demonstrating significant market potential,504491,871118,578508,4.8,80,33,40,Experienced and innovative group,False,4.4,4.0,2,2,4.4,4.0,Experienced and innovative group,False
2024-12-05T04:24:53.272235Z,80,True,True,False,Demonstrating significant market potential,183348,526789,994980,4.3,86,24,40,Solid team with diverse skills,False,4.1,4.7,2,2,4.1,4.7,Solid team with diverse skills,False
2024-12-09T04:24:53.272251Z,90,False,True,True,Strong potential with innovative solution,272830,115432,101409,3.2,75,21,40,Strong leadership team,False,4.0,3.6,2,2,4.0,3.6,Strong leadership team,False
2024-12-04T04:24:53.272266Z,60,True,False,False,Demonstrating significant market potential,980663,268380,263513,3.8,81,26,40,Experienced and innovative group,False,3.9,4.7,2,2,3.9,4.7,Experienced and innovative group,False
2024-11-19T04:24:53.272277Z,77,False,True,False,Promising startup with clear vision,977062,674203,252307,4.8,88,29,40,Promising team with growth potential,False,4.2,4.2,2,2,4.2,4.2,Promising team with growth potential,False
2024-11-22T04:24:53.272291Z,90,True,False,True,Innovative approach with solid execution,224816,292151,723735,4.8,67,29,40,Promising team with growth potential,False,3.8,4.0,2,2,3.8,4.0,Promising team with growth potential,False
2024-12-08T04:24:53.272302Z,88,True,True,True,Promising startup with clear vision,380959,119980,369241,3.6,69,29,40,Strong leadership team,False,3.4,3.7,2,2,3.4,3.7,Strong leadership team,False
2024-12-12T04:24:53.272313Z,70,True,True,False,Demonstrating significant market potential,886091,439434,254717,3.7,91,29,40,Promising team with growth potential,False,3.6,3.4,2,2,3.6,3.4,Promising team with growth potential,False
2024-12-03T04:24:53.272327Z,61,True,True,False,Promising startup with clear vision,854948,494962,522309,4.1,75,34,40,Solid team with diverse skills,False,3.7,3.8,2,2,3.7,3.8,Solid team with diverse skills,False
2024-11-18T04:24:53.272339Z,90,True,False,True,Strong potential with innovative solution,467510,278245,417417,4.1,83,31,40,Solid team with diverse skills,False,4.7,3.5,2,2,4.7,3.5,Solid team with diverse skills,False
2024-12-06T04:24:53.272350Z,91,True,True,True,Demonstrating significant market potential,528461,879359,537213,3.6,98,31,40,Strong leadership team,False,3.3,3.1,2,2,3.3,3.1,Strong leadership team,False
2024-12-11T04:24:53.272360Z,67,True,True,False,Promising startup with clear vision,108765,661682,803952,3.1,93,29,40,Experienced and innovative group,False,4.7,3.6,2,2,4.7,3.6,Experienced and innovative group,False
2024-12-07T04:24:53.272369Z,94,True,False,True,Demonstrating significant market potential,627159,515301,459874,4.5,65,34,40,Experienced and innovative group,False,4.8,4.9,2,2,4.8,4.9,Experienced and innovative group,False
2024-12-08T04:24:53.272380Z,63,True,False,False,Strong potential with innovative solution,366392,845460,933827,3.6,74,23,40,Solid team with diverse skills,False,4.2,3.3,2,2,4.2,3.3,Solid team with diverse skills,False
2024-12-03T04:24:53.272390Z,82,True,False,True,Demonstrating significant market potential,908402,653255,596657,4.6,78,30,40,Experienced and innovative group,False,3.3,4.7,2,2,3.3,4.7,Experienced and innovative group,False
2024-12-04T04:24:53.272399Z,86,True,False,True,Promising startup with clear vision,506776,415644,737603,4.8,67,34,40,Experienced and innovative group,False,4.2,3.8,2,2,4.2,3.8,Experienced and innovative group,False
2024-12-05T04:24:53.272412Z,84,True,True,True,Promising startup with clear vision,174750,180122,659531,3.7,88,24,40,Experienced and innovative group,False,3.5,3.2,2,2,3.5,3.2,Experienced and innovative group,False
2024-11-13T04:24:53.272421Z,73,False,False,False,Demonstrating significant market potential,856791,436112,760980,4.0,92,22,40,Promising team with growth potential,False,3.2,4.8,2,2,3.2,4.8,Promising team with growth potential,False
2024-11-25T04:24:53.272431Z,62,True,False,False,Promising startup with clear vision,765414,787967,487580,3.9,95,26,40,Strong leadership team,False,3.5,4.2,2,2,3.5,4.2,Strong leadership team,False
2024-12-05T04:24:53.272440Z,61,True,False,False,Demonstrating significant market potential,708966,754561,774567,4.0,65,29,40,Experienced and innovative group,False,4.8,4.7,2,2,4.8,4.7,Experienced and innovative group,False
2024-11-27T04:24:53.272451Z,95,False,True,True,Innovative approach with solid execution,934584,942924,252171,4.5,60,35,40,Solid team with diverse skills,False,4.4,3.6,2,2,4.4,3.6,Solid team with diverse skills,False
2024-11-12T04:24:53.272461Z,75,False,True,False,Promising startup with clear vision,341302,695200,741050,4.0,67,23,40,Experienced and innovative group,False,3.6,3.4,2,2,3.6,3.4,Experienced and innovative group,False
2024-12-12T04:24:53.272470Z,68,False,True,False,Innovative approach with solid execution,679120,376510,127077,3.6,88,26,40,Experienced and innovative group,False,4.4,3.7,2,2,4.4,3.7,Experienced and innovative group,False
2024-11-25T04:24:53.272482Z,82,False,False,True,Innovative approach with solid execution,432508,530774,772698,4.0,67,22,40,Promising team with growth potential,False,3.1,4.4,2,2,3.1,4.4,Promising team with growth potential,False
2024-12-06T04:24:53.272492Z,94,False,True,True,Promising startup with clear vision,842759,646601,646676,4.0,83,21,40,Experienced and innovative group,False,3.2,4.3,2,2,3.2,4.3,Experienced and innovative group,False
2024-11-28T04:24:53.272502Z,72,True,True,False,Innovative approach with solid execution,872669,471202,266666,4.0,65,34,40,Experienced and innovative group,False,3.1,3.4,2,2,3.1,3.4,Experienced and innovative group,False
2024-12-07T04:24:53.272512Z,80,False,False,False,Promising startup with clear vision,838809,356174,125742,3.4,77,32,40,Promising team with growth potential,False,3.2,4.0,2,2,3.2,4.0,Promising team with growth potential,False
2024-12-11T04:24:53.272596Z,88,False,True,True,Strong potential with innovative solution,468212,257735,117782,3.1,77,21,40,Experienced and innovative group,False,4.9,3.2,2,2,4.9,3.2,Experienced and innovative group,False
2024-12-04T04:24:53.272609Z,83,False,False,True,Innovative approach with solid execution,313965,437980,242450,4.2,88,34,40,Solid team with diverse skills,False,4.0,4.9,2,2,4.0,4.9,Solid team with diverse skills,False
2024-12-03T04:24:53.272620Z,77,True,True,False,Innovative approach with solid execution,415623,775012,158817,3.8,64,34,40,Promising team with growth potential,False,4.5,4.3,2,2,4.5,4.3,Promising team with growth potential,False
2024-12-10T04:24:53.272630Z,63,False,True,False,Promising startup with clear vision,693841,212319,501963,3.9,72,31,40,Promising team with growth potential,False,4.7,3.4,2,2,4.7,3.4,Promising team with growth potential,False
2024-11-23T04:24:53.272641Z,71,False,False,False,Innovative approach with solid execution,292839,378796,693109,3.4,68,28,40,Promising team with growth potential,False,3.2,3.0,2,2,3.2,3.0,Promising team with growth potential,False
2024-11-17T04:24:53.272650Z,79,False,True,False,Innovative approach with solid execution,331485,756776,127946,3.2,76,35,40,Experienced and innovative group,False,4.8,3.6,2,2,4.8,3.6,Experienced and innovative group,False
2024-12-08T04:24:53.272660Z,66,True,False,False,Innovative approach with solid execution,542801,733066,700138,4.8,93,27,40,Strong leadership team,False,4.2,3.7,2,2,4.2,3.7,Strong leadership team,False
2024-11-13T04:24:53.272670Z,68,True,True,False,Promising startup with clear vision,434258,289172,823639,3.5,95,24,40,Promising team with growth potential,False,3.3,4.7,2,2,3.3,4.7,Promising team with growth potential,False
2024-11-21T04:24:53.272679Z,63,True,False,False,Innovative approach with solid execution,785710,738456,944594,3.6,63,31,40,Solid team with diverse skills,False,4.1,4.9,2,2,4.1,4.9,Solid team with diverse skills,False
2024-12-07T04:24:53.272689Z,83,False,True,True,Strong potential with innovative solution,458879,897682,840188,4.8,87,28,40,Strong leadership team,False,5.0,4.1,2,2,5.0,4.1,Strong leadership team,False
2024-11-21T04:24:53.272699Z,71,False,False,False,Demonstrating significant market potential,125211,751208,811521,3.5,81,30,40,Promising team with growth potential,False,3.5,5.0,2,2,3.5,5.0,Promising team with growth potential,False
2024-12-01T04:24:53.272709Z,91,False,True,True,Innovative approach with solid execution,781623,685815,610110,4.8,61,27,40,Promising team with growth potential,False,3.0,4.0,2,2,3.0,4.0,Promising team with growth potential,False
2024-11-14T04:24:53.272719Z,67,False,True,False,Promising startup with clear vision,676966,261900,162772,4.7,74,28,40,Experienced and innovative group,False,3.9,4.7,2,2,3.9,4.7,Experienced and innovative group,False
2024-11-14T04:24:53.272729Z,66,False,True,False,Demonstrating significant market potential,915997,980401,726004,3.3,65,24,40,Solid team with diverse skills,False,4.6,4.6,2,2,4.6,4.6,Solid team with diverse skills,False
2024-11-24T04:24:53.272738Z,92,False,True,True,Innovative approach with solid execution,469091,294172,965241,4.1,74,27,40,Promising team with growth potential,False,4.4,3.7,2,2,4.4,3.7,Promising team with growth potential,False
2024-11-24T04:24:53.272748Z,74,True,True,False,Promising startup with clear vision,696394,739682,412863,4.6,92,26,40,Promising team with growth potential,False,3.1,3.7,2,2,3.1,3.7,Promising team with growth potential,False
2024-11-17T04:24:53.272759Z,94,True,False,True,Strong potential with innovative solution,208594,232776,298489,4.5,66,35,40,Strong leadership team,False,4.9,3.4,2,2,4.9,3.4,Strong leadership team,False
2024-12-12T04:24:53.272769Z,94,False,True,True,Demonstrating significant market potential,419215,628986,144199,4.5,99,25,40,Strong leadership team,False,4.7,4.0,2,2,4.7,4.0,Strong leadership team,False
2024-11-16T04:24:53.272779Z,71,True,False,False,Strong potential with innovative solution,954837,328075,740362,4.0,88,28,40,Strong leadership team,False,5.0,3.2,2,2,5.0,3.2,Strong leadership team,False
2024-12-08T04:24:53.272792Z,62,False,False,False,Promising startup with clear vision,536465,292425,246324,4.4,66,30,40,Experienced and innovative group,False,3.5,3.6,2,2,3.5,3.6,Experienced and innovative group,False
2024-11-19T04:24:53.272802Z,86,False,False,True,Strong potential with innovative solution,903288,540323,643161,3.1,95,30,40,Solid team with diverse skills,False,3.3,3.6,2,2,3.3,3.6,Solid team with diverse skills,False
2024-11-14T04:24:53.272819Z,77,False,False,False,Promising startup with clear vision,354940,992538,172129,4.7,69,25,40,Promising team with growth potential,False,3.1,4.7,2,2,3.1,4.7,Promising team with growth potential,False
2024-11-24T04:24:53.272832Z,69,True,True,False,Innovative approach with solid execution,141776,914959,947838,4.1,83,27,40,Solid team with diverse skills,False,4.3,3.0,2,2,4.3,3.0,Solid team with diverse skills,False
2024-12-10T04:24:53.272844Z,90,False,True,True,Innovative approach with solid execution,670329,119731,491153,3.3,96,31,40,Solid team with diverse skills,False,4.9,4.9,2,2,4.9,4.9,Solid team with diverse skills,False
2024-12-05T04:24:53.272857Z,69,False,False,False,Innovative approach with solid execution,823666,263980,718463,3.5,74,22,40,Experienced and innovative group,False,4.1,4.4,2,2,4.1,4.4,Experienced and innovative group,False
2024-11-17T04:24:53.272870Z,61,False,True,False,Promising startup with clear vision,844347,528880,691460,4.9,99,32,40,Solid team with diverse skills,False,3.5,5.0,2,2,3.5,5.0,Solid team with diverse skills,False
2024-11-29T04:24:53.272885Z,72,False,False,False,Demonstrating significant market potential,172611,615469,310387,3.6,99,30,40,Experienced and innovative group,False,3.4,3.4,2,2,3.4,3.4,Experienced and innovative group,False
2024-11-22T04:24:53.272899Z,87,True,True,True,Innovative approach with solid execution,132499,827930,853418,3.6,70,31,40,Promising team with growth potential,False,3.6,3.3,2,2,3.6,3.3,Promising team with growth potential,False
2024-11-26T04:24:53.272912Z,86,False,False,True,Innovative approach with solid execution,389944,175756,306400,4.4,88,22,40,Strong leadership team,False,4.6,3.9,2,2,4.6,3.9,Strong leadership team,False
2024-11-30T04:24:53.272927Z,64,True,False,False,Strong potential with innovative solution,852997,647861,125216,4.2,70,32,40,Solid team with diverse skills,False,3.5,3.4,2,2,3.5,3.4,Solid team with diverse skills,False
2024-12-02T04:24:53.272941Z,65,True,True,False,Innovative approach with solid execution,139257,395475,579496,3.3,65,24,40,Strong leadership team,False,4.7,3.7,2,2,4.7,3.7,Strong leadership team,False
2024-11-15T04:24:53.272954Z,62,True,False,False,Demonstrating significant market potential,161777,656002,127054,4.2,79,29,40,Experienced and innovative group,False,4.4,4.2,2,2,4.4,4.2,Experienced and innovative group,False
2024-11-19T04:24:53.272967Z,95,True,False,True,Promising startup with clear vision,772450,750925,966521,3.6,62,29,40,Strong leadership team,False,4.6,4.1,2,2,4.6,4.1,Strong leadership team,False
2024-12-08T04:24:53.272985Z,79,False,False,False,Promising startup with clear vision,999687,798354,372119,4.2,93,23,40,Solid team with diverse skills,False,5.0,3.6,2,2,5.0,3.6,Solid team with diverse skills,False
2024-11-26T04:24:53.272996Z,67,False,True,False,Demonstrating significant market potential,200912,785179,816287,3.6,91,30,40,Promising team with growth potential,False,3.5,3.1,2,2,3.5,3.1,Promising team with growth potential,False
2024-12-05T04:24:53.273007Z,73,False,False,False,Demonstrating significant market potential,376659,765728,706801,4.9,64,25,40,Experienced and innovative group,False,3.1,4.5,2,2,3.1,4.5,Experienced and innovative group,False
2024-12-01T04:24:53.273025Z,70,True,True,False,Demonstrating significant market potential,190487,920600,273779,3.4,87,33,40,Promising team with growth potential,False,3.6,3.5,2,2,3.6,3.5,Promising team with growth potential,False
2024-11-28T04:24:53.273039Z,82,False,False,True,Promising startup with clear vision,918858,418623,358715,4.8,92,20,40,Strong leadership team,False,3.6,4.6,2,2,3.6,4.6,Strong leadership team,False
2024-12-06T04:24:53.273050Z,89,False,True,True,Innovative approach with solid execution,980465,461832,319670,3.5,67,26,40,Strong leadership team,False,4.3,3.8,2,2,4.3,3.8,Strong leadership team,False
2024-12-05T04:24:53.273061Z,82,True,True,True,Strong potential with innovative solution,268836,263618,283096,4.0,83,28,40,Solid team with diverse skills,False,4.6,3.3,2,2,4.6,3.3,Solid team with diverse skills,False
2024-11-25T04:24:53.273074Z,70,True,False,False,Demonstrating significant market potential,168854,665119,145192,4.4,92,30,40,Experienced and innovative group,False,3.9,3.1,2,2,3.9,3.1,Experienced and innovative group,False
2024-11-28T04:24:53.273086Z,79,False,False,False,Innovative approach with solid execution,605123,332924,836648,4.6,92,21,40,Promising team with growth potential,False,4.7,4.1,2,2,4.7,4.1,Promising team with growth potential,False
2024-11-20T04:24:53.273099Z,64,True,True,False,Innovative approach with solid execution,290186,764071,962409,4.1,76,34,40,Experienced and innovative group,False,3.8,4.6,2,2,3.8,4.6,Experienced and innovative group,False
2024-11-21T04:24:53.273114Z,82,True,True,True,Demonstrating significant market potential,418591,117844,961165,3.2,89,30,40,Promising team with growth potential,False,4.2,4.7,2,2,4.2,4.7,Promising team with growth potential,False
2024-12-08T04:24:53.273131Z,61,False,False,False,Innovative approach with solid execution,332535,224943,694983,4.7,92,33,40,Promising team with growth potential,False,4.8,3.7,2,2,4.8,3.7,Promising team with growth potential,False
2024-11-18T04:24:53.273146Z,89,True,False,True,Innovative approach with solid execution,815454,276123,930841,4.8,93,32,40,Strong leadership team,False,4.1,4.8,2,2,4.1,4.8,Strong leadership team,False
2024-11-21T04:24:53.273160Z,64,True,False,False,Demonstrating significant market potential,786733,284959,881800,3.6,75,35,40,Strong leadership team,False,3.9,4.1,2,2,3.9,4.1,Strong leadership team,False
2024-12-02T04:24:53.273173Z,66,True,False,False,Promising startup with clear vision,797094,220494,604051,4.1,80,20,40,Solid team with diverse skills,False,3.8,3.9,2,2,3.8,3.9,Solid team with diverse skills,False
2024-11-24T04:24:53.273195Z,74,False,False,False,Strong potential with innovative solution,208645,118440,960995,3.0,62,31,40,Promising team with growth potential,False,3.1,3.2,2,2,3.1,3.2,Promising team with growth potential,False
2024-11-13T04:24:53.273209Z,83,True,False,True,Strong potential with innovative solution,698786,176471,772309,3.0,80,31,40,Solid team with diverse skills,False,4.2,3.9,2,2,4.2,3.9,Solid team with diverse skills,False
2024-12-04T04:24:53.273223Z,91,True,False,True,Demonstrating significant market potential,933832,334266,287214,3.9,88,30,40,Strong leadership team,False,4.0,4.7,2,2,4.0,4.7,Strong leadership team,False
2024-12-05T04:24:53.273240Z,66,False,False,False,Demonstrating significant market potential,741514,190708,279620,4.6,68,31,40,Experienced and innovative group,False,3.3,3.6,2,2,3.3,3.6,Experienced and innovative group,False
2024-12-08T04:24:53.273256Z,65,False,False,False,Promising startup with clear vision,899347,865647,309322,4.9,75,31,40,Strong leadership team,False,3.4,3.1,2,2,3.4,3.1,Strong leadership team,False
2024-11-12T04:24:53.273276Z,63,False,True,False,Innovative approach with solid execution,426599,675166,670490,3.6,75,33,40,Strong leadership team,False,3.1,3.3,2,2,3.1,3.3,Strong leadership team,False
2024-11-19T04:24:53.273294Z,90,False,False,True,Strong potential with innovative solution,942665,994949,988074,4.0,75,24,40,Solid team with diverse skills,False,3.8,4.1,2,2,3.8,4.1,Solid team with diverse skills,False
2024-11-24T04:24:53.273311Z,87,False,True,True,Demonstrating significant market potential,412384,393577,528923,3.0,61,32,40,Solid team with diverse skills,False,3.6,3.8,2,2,3.6,3.8,Solid team with diverse skills,False
2024-11-18T04:24:53.273328Z,91,True,True,True,Demonstrating significant market potential,713549,967164,648006,4.3,75,20,40,Strong leadership team,False,4.2,4.8,2,2,4.2,4.8,Strong leadership team,False
2024-11-14T04:24:53.273345Z,75,True,False,False,Promising startup with clear vision,333085,586040,643209,3.2,73,24,40,Promising team with growth potential,False,3.7,4.2,2,2,3.7,4.2,Promising team with growth potential,False
2024-12-07T04:24:53.273363Z,78,False,True,False,Promising startup with clear vision,297048,745780,956023,4.2,72,31,40,Promising team with growth potential,False,4.0,4.3,2,2,4.0,4.3,Promising team with growth potential,False
2024-11-17T04:24:53.273380Z,93,False,True,True,Promising startup with clear vision,975048,405332,600595,3.7,63,20,40,Solid team with diverse skills,False,3.6,3.3,2,2,3.6,3.3,Solid team with diverse skills,False
2024-12-05T04:24:53.273394Z,87,False,False,True,Innovative approach with solid execution,259630,627631,744866,3.8,78,34,40,Experienced and innovative group,False,4.5,4.2,2,2,4.5,4.2,Experienced and innovative group,False
2024-12-12T04:24:53.273410Z,64,True,True,False,Demonstrating significant market potential,957503,550157,453075,3.7,70,22,40,Experienced and innovative group,False,5.0,3.6,2,2,5.0,3.6,Experienced and innovative group,False
2024-12-06T04:24:53.273432Z,63,False,False,False,Promising startup with clear vision,581126,341594,101640,4.6,94,26,40,Promising team with growth potential,False,3.7,4.8,2,2,3.7,4.8,Promising team with growth potential,False
2024-11-30T04:24:53.273448Z,80,True,True,False,Promising startup with clear vision,594699,267599,375242,4.4,95,30,40,Experienced and innovative group,False,3.6,3.2,2,2,3.6,3.2,Experienced and innovative group,False
2024-12-08T04:24:53.273465Z,83,True,False,True,Strong potential with innovative solution,667778,742204,169177,5.0,86,22,40,Promising team with growth potential,False,3.8,3.8,2,2,3.8,3.8,Promising team with growth potential,False
2024-12-04T04:24:53.273483Z,77,False,False,False,Innovative approach with solid execution,163654,621269,312248,3.8,75,20,40,Solid team with diverse skills,False,5.0,3.3,2,2,5.0,3.3,Solid team with diverse skills,False
2024-11-22T04:24:53.273499Z,67,False,True,False,Innovative approach with solid execution,119794,952578,819639,3.1,78,22,40,Solid team with diverse skills,False,4.5,4.7,2,2,4.5,4.7,Solid team with diverse skills,False
2024-11-25T04:24:53.273515Z,67,False,False,False,Innovative approach with solid execution,818406,488400,440359,3.2,99,29,40,Solid team with diverse skills,False,4.4,5.0,2,2,4.4,5.0,Solid team with diverse skills,False
2024-11-17T04:24:53.273531Z,76,True,False,False,Strong potential with innovative solution,679327,550507,450754,4.1,100,26,40,Strong leadership team,False,3.8,4.0,2,2,3.8,4.0,Strong leadership team,False
2024-11-23T04:24:53.273547Z,88,False,True,True,Strong potential with innovative solution,513172,152184,672482,4.3,94,29,40,Promising team with growth potential,False,3.4,3.8,2,2,3.4,3.8,Promising team with growth potential,False
2024-12-11T04:24:53.273561Z,82,True,False,True,Demonstrating significant market potential,390268,328749,492223,4.4,66,26,40,Experienced and innovative group,False,4.3,4.8,2,2,4.3,4.8,Experienced and innovative group,False
2024-11-23T04:24:53.273574Z,86,True,False,True,Strong potential with innovative solution,460672,110612,656495,4.7,96,32,40,Solid team with diverse skills,False,3.9,4.5,2,2,3.9,4.5,Solid team with diverse skills,False
2024-11-22T04:24:53.273592Z,92,True,True,True,Innovative approach with solid execution,125408,149752,323767,3.7,66,25,40,Strong leadership team,False,3.6,4.2,2,2,3.6,4.2,Strong leadership team,False
2024-12-10T04:24:53.273605Z,87,True,True,True,Innovative approach with solid execution,731806,791321,718935,4.8,61,30,40,Strong leadership team,False,3.4,3.2,2,2,3.4,3.2,Strong leadership team,False
2024-12-12T04:24:53.273618Z,90,False,False,True,Strong potential with innovative solution,124573,823487,649878,3.4,64,25,40,Solid team with diverse skills,False,3.5,4.0,2,2,3.5,4.0,Solid team with diverse skills,False
2024-12-04T04:24:53.273632Z,76,True,False,False,Promising startup with clear vision,337590,264439,765568,3.4,91,25,40,Promising team with growth potential,False,3.2,3.8,2,2,3.2,3.8,Promising team with growth potential,False
2024-12-06T04:24:53.273645Z,70,False,False,False,Promising startup with clear vision,529661,108522,529724,3.7,93,26,40,Promising team with growth potential,False,4.2,4.7,2,2,4.2,4.7,Promising team with growth potential,False
2024-12-03T04:24:53.273657Z,78,True,False,False,Demonstrating significant market potential,976961,290077,933522,4.5,73,28,40,Solid team with diverse skills,False,4.6,4.6,2,2,4.6,4.6,Solid team with diverse skills,False
2024-11-24T04:24:53.273668Z,77,True,False,False,Innovative approach with solid execution,609604,531361,170155,4.6,77,21,40,Promising team with growth potential,False,3.1,3.3,2,2,3.1,3.3,Promising team with growth potential,False
2024-11-14T04:24:53.273680Z,72,True,True,False,Innovative approach with solid execution,504993,462179,544536,4.6,70,32,40,Promising team with growth potential,False,4.7,4.0,2,2,4.7,4.0,Promising team with growth potential,False
2024-12-06T04:24:53.273693Z,77,True,False,False,Demonstrating significant market potential,671056,795649,649631,3.5,70,31,40,Strong leadership team,False,3.3,4.7,2,2,3.3,4.7,Strong leadership team,False
2024-11-23T04:24:53.273704Z,74,False,False,False,Strong potential with innovative solution,846535,624872,230400,3.1,99,31,40,Solid team with diverse skills,False,3.3,4.3,2,2,3.3,4.3,Solid team with diverse skills,False
2024-12-08T04:24:53.273716Z,95,True,False,True,Innovative approach with solid execution,813157,545352,102835,4.6,87,30,40,Experienced and innovative group,False,3.5,3.4,2,2,3.5,3.4,Experienced and innovative group,False
2024-12-02T04:24:53.273729Z,67,False,False,False,Strong potential with innovative solution,768216,160826,207511,5.0,100,33,40,Solid team with diverse skills,False,4.6,3.1,2,2,4.6,3.1,Solid team with diverse skills,False
2024-11-25T04:24:53.273742Z,64,False,True,False,Demonstrating significant market potential,728285,410928,145544,3.6,98,23,40,Experienced and innovative group,False,4.4,4.4,2,2,4.4,4.4,Experienced and innovative group,False
2024-12-01T04:24:53.273752Z,90,False,False,True,Innovative approach with solid execution,270005,868049,181979,3.1,83,24,40,Promising team with growth potential,False,3.2,4.8,2,2,3.2,4.8,Promising team with growth potential,False
2024-12-11T04:24:53.273761Z,68,False,False,False,Demonstrating significant market potential,493729,682619,146366,3.6,96,22,40,Strong leadership team,False,3.8,3.2,2,2,3.8,3.2,Strong leadership team,False
2024-11-26T04:24:53.273772Z,66,True,True,False,Promising startup with clear vision,737622,457014,860390,4.9,74,30,40,Promising team with growth potential,False,3.2,4.1,2,2,3.2,4.1,Promising team with growth potential,False
2024-11-25T04:24:53.273782Z,66,False,False,False,Demonstrating significant market potential,336920,854709,818012,3.7,88,22,40,Strong leadership team,False,4.0,4.3,2,2,4.0,4.3,Strong leadership team,False
2024-11-24T04:24:53.273792Z,92,True,False,True,Demonstrating significant market potential,742172,828154,387580,4.0,94,22,40,Solid team with diverse skills,False,4.0,4.1,2,2,4.0,4.1,Solid team with diverse skills,False
2024-11-20T04:24:53.273802Z,73,True,False,False,Promising startup with clear vision,423712,625325,887897,3.9,89,20,40,Promising team with growth potential,False,3.3,4.6,2,2,3.3,4.6,Promising team with growth potential,False
2024-11-21T04:24:53.273812Z,79,False,False,False,Promising startup with clear vision,229373,718192,716940,4.9,63,32,40,Strong leadership team,False,4.5,3.2,2,2,4.5,3.2,Strong leadership team,False
